,gadget,val1,val2,val3,val4,val5
87,"['EmitSignal', '(', 'SignalId', 'Signal', ')', '{', 'Object', '*', 'obj', '=', 'NULL', ';', 'Object', '*', 'ancestor', '=', 'this', ';', 'while', '(', 'ancestor', '&&', '!ancestor', '->', 'IsLocked', '(', ')', '&&', 'ancestor', '->', 'OnSignal', '(', 'Signal', ',', 'obj', ')', ')', '{', 'obj', '=', 'ancestor', ';', 'ancestor', '=', 'obj', '->', 'm_Parent', ';', '}', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
88,"['xfs_mru_cache_create', '(', 'struct', 'xfs_mru_cache\t', '*', '*', 'mrup', ',', 'unsigned', 'int\t\tlifetime_ms', ',', 'unsigned', 'int\t\tgrp_count', ',', 'xfs_mru_cache_free_func_t', 'free_func', ')', '{', 'struct', 'xfs_mru_cache\t', '*', 'mru', '=', 'NULL', ';', 'int\t\t\terr', '=', '0', ',', 'grp', ';', 'unsigned', 'int\t\tgrp_time', ';', 'if', '(', 'mrup', ')', '*', 'mrup', '=', 'NULL', ';', 'if', '(', '!mrup', '||', '!grp_count', '||', '!lifetime_ms', '||', '!free_func', ')', 'return', '-', 'EINVAL', ';', 'if', '(', '!', '(', 'grp_time', '=', 'msecs_to_jiffies', '(', 'lifetime_ms', ')', '/', 'grp_count', ')', ')', 'return', '-', 'EINVAL', ';', 'if', '(', '!', '(', 'mru', '=', 'kmem_zalloc', '(', 'sizeof', '(', '*', 'mru', ')', ',', 'KM_SLEEP', ')', ')', ')', 'return', '-', 'ENOMEM', ';', 'mru', '->', 'grp_count', '=', 'grp_count', '+', '1', ';', 'mru', '->', 'lists', '=', 'kmem_zalloc', '(', 'mru', '->', 'grp_count', '*', 'sizeof', '(', '*', 'mru', '->', 'lists', ')', ',', 'KM_SLEEP', ')', ';', 'if', '(', '!mru', '->', 'lists', ')', '{', 'err', '=', '-', 'ENOMEM', ';', 'goto', 'exit', ';', '}', 'for', '(', 'grp', '=', '0', ';', 'grp', '<', 'mru', '->', 'grp_count', ';', 'grp', '++', ')', 'INIT_LIST_HEAD', '(', 'mru', '->', 'lists', '+', 'grp', ')', ';', '/', '*', '*', 'We', 'use', 'GFP_KERNEL', 'radix', 'tree', 'preload', 'and', 'do', 'inserts', 'under', '*', 'spinlock', 'so', 'GFP_ATOMIC', 'is', 'appropriate', 'for', 'the', 'radix', 'tree', 'itself', '.', 'INIT_RADIX_TREE', '(', '&', 'mru', '->', 'store', ',', 'GFP_ATOMIC', ')', ';', 'INIT_LIST_HEAD', '(', '&', 'mru', '->', 'reap_list', ')', ';', 'spin_lock_init', '(', '&', 'mru', '->', 'lock', ')', ';', 'INIT_DELAYED_WORK', '(', '&', 'mru', '->', 'work', ',', '_xfs_mru_cache_reap', ')', ';', 'mru', '->', 'grp_time', '=', 'grp_time', ';', 'mru', '->', 'free_func', '=', 'free_func', ';', '*', 'mrup', '=', 'mru', ';', 'exit', ':', 'if', '(', 'err', '&&', 'mru', '&&', 'mru', '->', 'lists', ')', 'kmem_free', '(', 'mru', '->', 'lists', ')', ';', 'if', '(', 'err', '&&', 'mru', ')', 'kmem_free', '(', 'mru', ')', ';', 'return', 'err', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
89,"['gas_fire', '(', 'edict_t', '*', 'ent', ')', '{', 'vec3_t', 'offset', ';', 'vec3_t', 'forward', ',', 'right', ';', 'vec3_t', 'start', ';', 'int', 'damage', '=', 'GRENADE_DAMRAD', ';', 'float', 'timer', ';', 'int', 'speed', ';', '/', '/', 'Reset', 'Grenade', 'Damage', 'to', '1', '.', '52', 'when', 'requested', ':', 'if', '(', 'use_classic', '->', 'value', ')', 'damage', '=', '170', ';', 'damage', '=', 'GRENADE_DAMRAD', ';', 'if', '(', 'is_quad', ')', 'damage', '*=', '1', '.', '5f', ';', 'VectorSet', '(', 'offset', ',', '8', ',', '8', ',', 'ent', '->', 'viewheight', '-', '8', ')', ';', 'AngleVectors', '(', 'ent', '->', 'client', '->', 'v_angle', ',', 'forward', ',', 'right', ',', 'NULL', ')', ';', 'P_ProjectSource', '(', 'ent', '->', 'client', ',', 'ent', '->', 's', '.', 'origin', ',', 'offset', ',', 'forward', ',', 'right', ',', 'start', ')', ';', 'timer', '=', '2', '.', '0', ';', 'if', '(', 'ent', '->', 'client', '->', 'resp', '.', 'grenade_mode', '==', '0', ')', 'speed', '=', '400', ';', 'else', 'if', '(', 'ent', '->', 'client', '->', 'resp', '.', 'grenade_mode', '==', '1', ')', 'speed', '=', '720', ';', 'speed', '=', '920', ';', 'fire_grenade2', '(', 'ent', ',', 'start', ',', 'forward', ',', 'damage', ',', 'speed', ',', 'timer', ',', 'damage', '*', '2', ',', 'false', ')', ';', 'INV_AMMO', '(', 'ent', ',', 'GRENADE_NUM', ')', '--', ';', 'if', '(', 'INV_AMMO', '(', 'ent', ',', 'GRENADE_NUM', ')', '<=', '0', ')', '{', 'ent', '->', 'client', '->', 'newweapon', '=', 'GET_ITEM', '(', 'MK23_NUM', ')', ';', 'ChangeWeapon', '(', 'ent', ')', ';', 'return', ';', '}', '{', 'ent', '->', 'client', '->', 'weaponstate', '=', 'WEAPON_RELOADING', ';', 'ent', '->', 'client', '->', 'ps', '.', 'gunframe', '=', '0', ';', '}', '/', '/', 'ent', '->', 'client', '->', 'grenade_time', '=', 'level', '.', 'time', '+', '1', '.', '0', ';', 'ent', '->', 'client', '->', 'ps', '.', 'gunframe', '++', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
90,"['_wapi_handle_check_share', '(', 'struct', '_WapiFileShare', '*', 'share_info', ',', 'int', 'fd', ')', '{', 'gboolean', 'found', '=', 'FALSE', ',', 'proc_fds', '=', 'FALSE', ';', 'pid_t', 'self', '=', '_wapi_getpid', '(', ')', ';', 'int', 'pid', ';', 'int', 'thr_ret', ',', 'i', ';', '/', '*', 'Prevents', 'entries', 'from', 'expiring', 'under', 'us', 'if', 'we', 'remove', '*', 'thr_ret', '=', '_wapi_handle_lock_shared_handles', '(', ')', ';', 'g_assert', '(', 'thr_ret', '==', '0', ')', ';', 'thr_ret', '=', '_wapi_shm_sem_lock', '(', '_WAPI_SHARED_SEM_FILESHARE', ')', ';', 'g_assert', '(', 'thr_ret', '==', '0', ')', ';', 'if', '(', 'access', '(', '""""', ',', 'F_OK', ')', '==', '-', '1', ')', '{', '_wapi_handle_check_share_by_pid', '(', 'share_info', ')', ';', 'goto', 'done', ';', '}', '/', '*', 'If', ""there's"", 'another', 'handle', 'that', 'thinks', 'it', 'owns', 'this', 'fd', ',', 'then', '*', 'if', 'the', 'fd', 'has', 'been', 'closed', 'behind', 'our', 'back', 'consider', 'it', 'still', 'owned', '.', '*', 'See', 'bugs', '75764', 'and', 'for', '(', 'i', '=', '0', ';', 'i', '<', '_wapi_fd_reserve', ';', 'i', '++', ')', '{', 'if', '(', '_wapi_private_handles', '[', 'SLOT_INDEX', '(', 'i', ')', ']', ')', '{', 'struct', '_WapiHandleUnshared', '*', 'handle', '=', '&', '_WAPI_PRIVATE_HANDLES', '(', 'i', ')', ';', 'if', '(', 'i', '!=', 'fd', '&&', 'handle', '->', 'type', '==', 'WAPI_HANDLE_FILE', ')', '{', 'struct', '_WapiHandle_file', '*', 'file_handle', '=', '&', 'handle', '->', 'u', '.', 'file', ';', 'if', '(', 'file_handle', '->', 'share_info', '==', 'share_info', ')', '{', 'DEBUG', '(', '""""', ',', '__func__', ',', 'i', ')', ';', 'goto', 'done', ';', '}', '}', '}', '}', 'for', '(', 'i', '=', '0', ';', 'i', '<', '_WAPI_HANDLE_INITIAL_COUNT', ';', 'i', '++', ')', '{', 'struct', '_WapiHandleShared', '*', 'shared', ';', 'struct', '_WapiHandle_process', '*', 'process_handle', ';', 'shared', '=', '&', '_wapi_shared_layout', '->', 'handles', '[', 'i', ']', ';', 'if', '(', 'shared', '->', 'type', '==', 'WAPI_HANDLE_PROCESS', ')', '{', 'DIR', '*', 'fd_dir', ';', 'struct', 'dirent', '*', 'fd_entry', ';', 'char', 'subdir', '[', '_POSIX_PATH_MAX', ']', ';', 'process_handle', '=', '&', 'shared', '->', 'u', '.', 'process', ';', 'pid', '=', 'process_handle', '->', 'id', ';', '/', '*', 'Look', 'in', '/', 'proc', '/', '<', 'pid', '>', '/', 'fd', '/', 'but', '*', '/', 'proc', '/', '<', 'our', 'pid', '>', '/', 'fd', '/', '<', 'fd', '>', ',', 'as', 'we', 'have', '*', 'file', 'open', 'g_snprintf', '(', 'subdir', ',', '_POSIX_PATH_MAX', ',', '""""', ',', 'pid', ')', ';', 'fd_dir', '=', 'opendir', '(', 'subdir', ')', ';', 'if', '(', 'fd_dir', '==', 'NULL', ')', '{', 'continue', ';', '}', 'DEBUG', '(', '""""', ',', '__func__', ',', 'subdir', ')', ';', 'proc_fds', '=', 'TRUE', ';', 'while', '(', '(', 'fd_entry', '=', 'readdir', '(', 'fd_dir', ')', ')', '!=', 'NULL', ')', '{', 'char', 'path', '[', '_POSIX_PATH_MAX', ']', ';', 'struct', 'stat', 'link_stat', ';', 'if', '(', '!strcmp', '(', 'fd_entry', '->', 'd_name', ',', '""""', ')', '||', '!strcmp', '(', 'fd_entry', '->', 'd_name', ',', '""""', ')', '||', '(', 'pid', '==', 'self', '&&', 'fd', '==', 'atoi', '(', 'fd_entry', '->', 'd_name', ')', ')', ')', '{', 'continue', ';', '}', 'g_snprintf', '(', 'path', ',', '_POSIX_PATH_MAX', ',', '""""', ',', 'pid', ',', 'fd_entry', '->', 'd_name', ')', ';', 'stat', '(', 'path', ',', '&', 'link_stat', ')', ';', 'if', '(', 'link_stat', '.', 'st_dev', '==', 'share_info', '->', 'device', '&&', 'link_stat', '.', 'st_ino', '==', 'share_info', '->', 'inode', ')', '{', 'DEBUG', '(', '""""', ',', '__func__', ',', 'path', ')', ';', 'found', '=', 'TRUE', ';', '}', '}', 'closedir', '(', 'fd_dir', ')', ';', '}', '}', 'if', '(', 'proc_fds', '==', 'FALSE', ')', '{', '_wapi_handle_check_share_by_pid', '(', 'share_info', ')', ';', '}', 'else', 'if', '(', 'found', '==', 'FALSE', ')', '{', 'DEBUG', '(', '""""', ',', '__func__', ')', ';', '_wapi_free_share_info', '(', 'share_info', ')', ';', '}', 'done', ':', 'thr_ret', '=', '_wapi_shm_sem_unlock', '(', '_WAPI_SHARED_SEM_FILESHARE', ')', ';', '_wapi_handle_unlock_shared_handles', '(', ')', ';', '}']",CWE-119  True,CWE-120  True,CWE-469  True,CWE-476  False,CWE-other  False
91,"['ao_hex_record_set_checksum', '(', 'struct', 'ao_hex_record', '*', 'record', ')', '{', 'uint8_t\tcksum', '=', '0', ';', 'int', 'i', ';', 'cksum', '+=', 'record', '->', 'length', ';', 'cksum', '+=', 'record', '->', 'address', '>>', '8', ';', 'cksum', '+=', 'record', '->', 'address', ';', 'cksum', '+=', 'record', '->', 'type', ';', 'for', '(', 'i', '=', '0', ';', 'i', '<', 'record', '->', 'length', ';', 'i', '++', ')', 'cksum', '+=', 'record', '->', 'data', '[', 'i', ']', ';', 'record', '->', 'checksum', '=', '-', 'cksum', ';', '}']",CWE-119  False,CWE-120  True,CWE-469  False,CWE-476  False,CWE-other  False
92,"['defragmentPage', '(', 'Btree', '*', 'pBt', ',', 'MemPage', '*', 'pPage', ')', '{', 'int', 'pc', ',', 'i', ',', 'n', ';', 'FreeBlk', '*', 'pFBlk', ';', 'char', 'newPage', '[', 'SQLITE_USABLE_SIZE', ']', ';', 'assert', '(', 'sqlitepager_iswriteable', '(', 'pPage', ')', ')', ';', 'assert', '(', 'pPage', '->', 'isInit', ')', ';', 'pc', '=', 'sizeof', '(', 'PageHdr', ')', ';', 'pPage', '->', 'u', '.', 'hdr', '.', 'firstCell', '=', 'SWAB16', '(', 'pBt', ',', 'pc', ')', ';', 'memcpy', '(', 'newPage', ',', 'pPage', '->', 'u', '.', 'aDisk', ',', 'pc', ')', ';', 'for', '(', 'i', '=', '0', ';', 'i', '<', 'pPage', '->', 'nCell', ';', 'i', '++', ')', '{', 'Cell', '*', 'pCell', '=', 'pPage', '->', 'apCell', '[', 'i', ']', ';', '/', '*', 'This', 'routine', 'should', 'never', 'be', 'called', 'on', 'an', 'overfull', 'page', '.', 'assert', '(', 'Addr', '(', 'pCell', ')', '>', 'Addr', '(', 'pPage', ')', ')', ';', 'assert', '(', 'Addr', '(', 'pCell', ')', '<', 'Addr', '(', 'pPage', ')', '+', 'SQLITE_USABLE_SIZE', ')', ';', 'n', '=', 'cellSize', '(', 'pBt', ',', 'pCell', ')', ';', 'pCell', '->', 'h', '.', 'iNext', '=', 'SWAB16', '(', 'pBt', ',', 'pc', '+', 'n', ')', ';', 'memcpy', '(', '&', 'newPage', '[', 'pc', ']', ',', 'pCell', ',', 'n', ')', ';', 'pPage', '->', 'apCell', '[', 'i', ']', '=', '(', 'Cell', '*', ')', '&', 'pPage', '->', 'u', '.', 'aDisk', '[', 'pc', ']', ';', 'pc', '+=', 'n', ';', '}', 'assert', '(', 'pPage', '->', 'nFree', '==', 'SQLITE_USABLE_SIZE', '-', 'pc', ')', ';', 'memcpy', '(', 'pPage', '->', 'u', '.', 'aDisk', ',', 'newPage', ',', 'pc', ')', ';', 'if', '(', 'pPage', '->', 'nCell', '>', '0', ')', '{', 'pPage', '->', 'apCell', '[', 'pPage', '->', 'nCell', '-', '1', ']', '->', 'h', '.', 'iNext', '=', '0', ';', '}', 'pFBlk', '=', '(', 'FreeBlk', '*', ')', '&', 'pPage', '->', 'u', '.', 'aDisk', '[', 'pc', ']', ';', 'pFBlk', '->', 'iSize', '=', 'SWAB16', '(', 'pBt', ',', 'SQLITE_USABLE_SIZE', '-', 'pc', ')', ';', 'pFBlk', '->', 'iNext', '=', '0', ';', 'pPage', '->', 'u', '.', 'hdr', '.', 'firstFree', '=', 'SWAB16', '(', 'pBt', ',', 'pc', ')', ';', 'memset', '(', '&', 'pFBlk', '[', '1', ']', ',', '0', ',', 'SQLITE_USABLE_SIZE', '-', 'pc', '-', 'sizeof', '(', 'FreeBlk', ')', ')', ';', '}']",CWE-119  True,CWE-120  True,CWE-469  False,CWE-476  False,CWE-other  False
93,"['lvalue_error', '(', 'location_t', 'loc', ',', 'enum', 'lvalue_use', 'use', ')', '{', 'switch', '(', 'use', ')', '{', 'case', 'lv_assign', ':', 'error_at', '(', 'loc', ',', '""""', ')', ';', 'break', ';', 'case', 'lv_increment', ':', 'error_at', '(', 'loc', ',', '""""', ')', ';', 'break', ';', 'case', 'lv_decrement', ':', 'error_at', '(', 'loc', ',', '""""', ')', ';', 'break', ';', 'case', 'lv_addressof', ':', 'error_at', '(', 'loc', ',', '""""', ')', ';', 'break', ';', 'case', 'lv_asm', ':', 'error_at', '(', 'loc', ',', '""""', ')', ';', 'break', ';', 'default', ':', 'gcc_unreachable', '(', ')', ';', '}', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
94,"['add_label', '(', 'void', ')', '{', 'int', 'i', ';', 'if', '(', 'token', '[', 'strlen', '(', 'token', ')', '-', '1', ']', '==', ""''"", ')', 'token', '[', 'strlen', '(', 'token', ')', '-', '1', ']', '=', '0', ';', 'if', '(', 'lindex', '>=', 'MAX_LABELS', ')', '{', 'printf', '(', '""""', ')', ';', 'exit', '(', '0', ')', ';', '}', 'for', '(', 'i', '=', '0', ';', 'i', '<', 'lindex', ';', 'i', '++', ')', '{', 'if', '(', '!strcasecmp', '(', 'token', ',', 'labels', '[', 'i', ']', ')', ')', '{', 'printf', '(', '""""', ',', 'token', ')', ';', 'return', ';', '}', '}', 'strcpy', '(', 'labels', '[', 'lindex', ']', ',', 'token', ')', ';', 'offsets', '[', 'lindex', '++', ']', '=', 'offset', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
95,"['set_db_type', '(', 'const', 'char', '*', 'name', ')', '{', 'if', '(', 'catalog_db', '!=', 'NULL', ')', '{', 'free', '(', 'catalog_db', ')', ';', '}', 'catalog_db', '=', 'bstrdup', '(', 'name', ')', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
96,"['net_write', '(', 'UPSCONN_t', '*', 'ups', ',', 'const', 'char', '*', 'buf', ',', 'size_t', 'buflen', ')', '{', 'int\tret', ';', '#ifdef', 'if', '(', 'ups', '->', 'ssl', ')', '{', '#ifdef', 'ret', '=', 'SSL_write', '(', 'ups', '->', 'ssl', ',', 'buf', ',', 'buflen', ')', ';', 'ret', '=', 'PR_Write', '(', 'ups', '->', 'ssl', ',', 'buf', ',', 'buflen', ')', ';', 'if', '(', 'ret', '<', '1', ')', '{', 'ups', '->', 'upserror', '=', 'UPSCLI_ERR_SSLERR', ';', '}', 'return', 'ret', ';', '}', 'ret', '=', 'upscli_select_write', '(', 'ups', '->', 'fd', ',', 'buf', ',', 'buflen', ',', '0', ',', '0', ')', ';', 'if', '(', 'ret', '<', '0', ')', '{', 'ups', '->', 'upserror', '=', 'UPSCLI_ERR_WRITE', ';', 'ups', '->', 'syserrno', '=', 'errno', ';', '}', 'if', '(', 'ret', '==', '0', ')', '{', 'ups', '->', 'upserror', '=', 'UPSCLI_ERR_SRVDISC', ';', '}', 'return', 'ret', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
97,"['_non_existent', '(', ')', '{', 'if', '(', '_NP_is_nil', '(', ')', ')', '_CORBA_invoked_nil_pseudo_ref', '(', ')', ';', 'omni_tracedmutex_lock', 'sync', '(', 'pd_lock', ')', ';', 'return', 'pd_destroyed', '?', '1', ':', '0', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
98,"['init_mem', '(', 'compress_io', '*', 'cio', ',', 'FILE', '*', 'in_fp', ',', 'int', 'in_size', ',', 'FILE', '*', 'out_fp', ',', 'int', 'out_size', ')', '{', 'cio', '->', 'in', '=', '(', 'mem_mgr', '*', ')', 'malloc', '(', 'sizeof', '(', 'mem_mgr', ')', ')', ';', 'if', '(', '!cio', '->', 'in', ')', 'err_exit', '(', 'BUFFER_ALLOC_ERR', ')', ';', 'cio', '->', 'in', '->', 'set', '=', '(', 'UINT8', '*', ')', 'malloc', '(', 'sizeof', '(', 'UINT8', ')', '*', 'in_size', ')', ';', 'if', '(', '!cio', '->', 'in', '->', 'set', ')', 'err_exit', '(', 'BUFFER_ALLOC_ERR', ')', ';', 'cio', '->', 'in', '->', 'pos', '=', 'cio', '->', 'in', '->', 'set', ';', 'cio', '->', 'in', '->', 'end', '=', 'cio', '->', 'in', '->', 'set', '+', 'in_size', ';', 'cio', '->', 'in', '->', 'flush_buffer', '=', 'flush_cin_buffer', ';', 'cio', '->', 'in', '->', 'fp', '=', 'in_fp', ';', 'cio', '->', 'out', '=', '(', 'mem_mgr', '*', ')', 'malloc', '(', 'sizeof', '(', 'mem_mgr', ')', ')', ';', 'if', '(', '!cio', '->', 'out', ')', 'err_exit', '(', 'BUFFER_ALLOC_ERR', ')', ';', 'cio', '->', 'out', '->', 'set', '=', '(', 'UINT8', '*', ')', 'malloc', '(', 'sizeof', '(', 'UINT8', ')', '*', 'out_size', ')', ';', 'if', '(', '!cio', '->', 'out', '->', 'set', ')', 'err_exit', '(', 'BUFFER_ALLOC_ERR', ')', ';', 'cio', '->', 'out', '->', 'pos', '=', 'cio', '->', 'out', '->', 'set', ';', 'cio', '->', 'out', '->', 'end', '=', 'cio', '->', 'out', '->', 'set', '+', 'out_size', ';', 'cio', '->', 'out', '->', 'flush_buffer', '=', 'flush_cout_buffer', ';', 'cio', '->', 'out', '->', 'fp', '=', 'out_fp', ';', 'cio', '->', 'temp_bits', '.', 'len', '=', '0', ';', 'cio', '->', 'temp_bits', '.', 'val', '=', '0', ';', '}']",CWE-119  False,CWE-120  True,CWE-469  False,CWE-476  True,CWE-other  True
99,"['realloc', '(', 'CVmVarHeapHybrid_hdr', '*', 'mem', ',', 'size_t', 'siz', ',', 'CVmObject', '*', 'obj', ')', '{', 'void', '*', 'new_mem', ';', '/', '*', '*', 'if', 'the', 'new', 'block', 'fits', 'in', 'our', 'cell', 'size', ',', 'return', 'the', '*', 'memory', 'unchanged', ';', 'note', 'that', 'we', 'must', 'adjust', 'the', 'pointer', 'so', 'that', '*', 'return', 'the', 'client', '-', 'visible', 'if', '(', 'siz', '<=', 'cell_size_', ')', 'return', '(', 'void', '*', ')', '(', 'mem', '+', '1', ')', ';', '/', '*', '*', 'The', 'memory', ""won''t"", '*', 're', '-', 'use', 'the', 'existing', 'cell', ',', 'but', 'we', ""can't"", 'allocate', 'the', 'memory', '*', 'our', 'own', 'sub', '-', 'block', 'at', 'all', '.', 'Allocate', 'an', 'entirely', 'new', 'block', '*', 'the', 'heap', 'manager', '.', 'new_mem', '=', 'mem_mgr_', '->', 'alloc_mem', '(', 'siz', ',', 'obj', ')', ';', '/', '*', '*', 'Copy', 'the', 'old', ""cell's"", 'contents', 'to', 'the', 'new', 'memory', '.', 'Note', 'that', '*', 'user', '-', 'visible', 'portion', 'of', 'the', 'old', 'cell', 'starts', 'immediately', 'after', '*', 'header', ';', ""don''s"", 'not', 'applicable', '*', 'the', 'new', 'object', '.', 'Note', 'also', 'that', 'we', 'got', 'a', 'pointer', 'directly', 'to', '*', 'user', '-', 'visible', 'portion', 'of', 'the', 'new', 'object', ',', 'so', 'we', ""don't"", 'need', 'to', '*', 'any', 'adjustments', 'to', 'the', 'new', 'pointer', '.', 'memcpy', '(', 'new_mem', ',', '(', 'void', '*', ')', '(', 'mem', '+', '1', ')', ',', 'cell_size_', ')', ';', 'free', '(', 'mem', ')', ';', 'return', 'new_mem', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
100,"['GetInetAddr', '(', 'char', '*', 'host', ')', '{', 'struct', 'in_addr', 'addr', ';', 'struct', 'hostent', '*', 'hp', ';', 'addr', '.', 's_addr', '=', 'inet_addr', '(', 'host', ')', ';', 'if', '(', '(', 'addr', '.', 's_addr', '==', 'INADDR_NONE', ')', '||', '(', 'addr', '.', 's_addr', '==', '0', ')', ')', '{', 'if', '(', '(', 'hp', '=', 'gethostbyname', '(', 'host', ')', ')', '==', '0', ')', '{', 'snprintf', '(', 'OUTPUT', ',', 'CF_BUFSIZE', ',', '""""', ',', 'host', ')', ';', 'FatalError', '(', 'OUTPUT', ')', ';', '}', 'if', '(', 'hp', '->', 'h_addrtype', '!=', 'AF_INET', ')', '{', 'snprintf', '(', 'OUTPUT', ',', 'CF_BUFSIZE', ',', '""""', ',', 'hp', '->', 'h_addrtype', ')', ';', 'FatalError', '(', 'OUTPUT', ')', ';', '}', 'if', '(', 'hp', '->', 'h_length', '!=', 'sizeof', '(', 'addr', ')', ')', '{', 'snprintf', '(', 'OUTPUT', ',', 'CF_BUFSIZE', ',', '""""', ',', 'hp', '->', 'h_length', ')', ';', 'FatalError', '(', 'OUTPUT', ')', ';', '}', 'memcpy', '(', '(', 'char', '*', ')', '&', 'addr', ',', 'hp', '->', 'h_addr', ',', 'hp', '->', 'h_length', ')', ';', '}', 'return', '(', 'addr', '.', 's_addr', ')', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  True,CWE-other  True
101,"['_chm_parse_UTF8', '(', 'UChar', '*', '*', 'pEntry', ',', 'UInt64', 'count', ',', 'char', '*', 'path', ')', '{', '/', '*', 'XXX', ':', 'implement', 'UTF', '-', '8', 'support', ',', 'including', 'a', 'real', 'mapping', '*', 'ISO', '-', '8859', '-', '1', '?', 'probably', 'there', 'is', 'a', 'library', 'to', 'do', 'this', '?', 'As', '*', 'immediately', 'apparent', 'from', 'the', 'below', 'code', ',', ""I'm"", 'presently', 'not', '*', 'any', 'special', 'handling', 'for', 'files', 'in', 'which', 'none', 'of', 'the', 'strings', '*', 'UTF', '-', '8', 'multi', '-', 'byte', 'characters', '.', 'while', '(', 'count', '!=', '0', ')', '{', '*', 'path', '++', '=', '(', 'char', ')', '(', '*', '(', '*', 'pEntry', ')', '++', ')', ';', '--', 'count', ';', '}', '*', 'path', '=', ""''"", ';', 'return', '1', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
102,"['make_option_str_with_ver', '(', 'char', '*', '*', 'argv', ',', 'int', 'argc', ',', 'char', '*', 'version', ')', '{', 'char', '*', 'op_str', ';', 'int', 'len', '=', '0', ';', 'int', 'i', ';', 'for', '(', 'i', '=', '0', ';', 'i', '<', 'argc', ';', 'i', '++', ')', '{', 'len', '+=', 'strlen', '(', 'argv', '[', 'i', ']', ')', ';', '}', 'len', '+=', '(', 'strlen', '(', 'version', ')', '+', '2', ')', ';', 'len', '+=', 'argc', '-', '1', ';', 'op_str', '=', '(', 'char', '*', ')', 'malloc', '(', 'sizeof', '(', 'char', ')', '*', '(', 'len', '+', '1', ')', ')', ';', 'if', '(', 'op_str', '==', 'NULL', ')', '{', 'fatal', '(', '""""', ')', ';', '}', 'op_str', '[', '0', ']', '=', ""''"", ';', 'sprintf', '(', 'op_str', ',', '""""', ',', 'argv', '[', '0', ']', ',', 'version', ')', ';', 'for', '(', 'i', '=', '1', ';', 'i', '<', 'argc', ';', 'i', '++', ')', '{', 'strcat', '(', 'op_str', ',', 'argv', '[', 'i', ']', ')', ';', 'if', '(', 'argc', '>', 'i', '+', '1', ')', '{', 'strcat', '(', 'op_str', ',', '""""', ')', ';', '}', '}', 'return', 'op_str', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
